id,country,recency,frequency,monetary,r,f,m,rfm_score,fm,segment
3922092,ID,1,33,38041.08,5,5,5,555,5,champions
3922140,ID,323,1,63.06,1,1,1,111,1,lost
3922206,ID,8,1,1207.26,5,1,2,512,1,new customers
3922212,ID,8,3,1092.24,5,3,2,532,2,potential loyalists
3922218,ID,358,1,1207.50,1,1,2,112,1,lost
3922224,ID,8,24,19438.62,5,5,5,555,5,champions
3922836,BD,204,1,122.64,2,1,1,211,1,lost
3923022,BD,127,4,9524.70,2,3,4,234,3,at risk
3923034,BD,1,11,11612.64,5,5,4,554,4,loyal customers
3923058,VN,15,21,61320.06,5,5,5,555,5,champions
3923118,BD,169,1,1758.06,2,1,2,212,1,lost
3923142,IN,78,6,13319.40,3,4,4,344,4,loyal customers
3923850,PK,358,1,634.92,1,1,1,111,1,lost
3924090,IN,85,5,8920.38,3,4,4,344,4,loyal customers
3924258,TR,8,6,13166.34,5,4,4,544,4,loyal customers
3924300,IN,316,1,977.40,1,1,2,112,1,lost
3924318,IN,309,1,978.00,1,1,2,112,1,lost
3924378,BD,71,8,1589.76,3,4,2,342,3,need attention
3924546,VN,43,2,878.64,4,2,1,421,1,promising
3924690,BD,218,1,937.62,2,1,1,211,1,lost
3925080,PK,36,4,2553.54,4,3,3,433,3,potential loyalists
3925248,VN,8,5,4674.06,5,4,3,543,3,potential loyalists
3925668,PH,239,1,541.44,2,1,1,211,1,lost
3926118,IN,8,45,136378.92,5,5,5,555,5,champions
3926172,BD,204,1,1016.34,2,1,2,212,1,lost
3926202,VN,8,1,537.60,5,1,1,511,1,new customers
3926214,IN,22,20,45514.26,4,5,5,455,5,loyal customers
3926220,PH,43,3,9760.26,4,3,4,434,3,potential loyalists
3926238,IR,218,2,1252.08,2,2,2,222,2,hibernating
3926496,BD,316,1,5929.44,1,1,4,114,2,lost
3926520,VN,113,5,2146.26,3,4,2,342,3,need attention
3926838,BD,22,33,36128.76,4,5,5,455,5,loyal customers
3926892,BD,57,1,2995.26,3,1,3,313,2,about to sleep
3926946,PH,288,1,212.16,1,1,1,111,1,lost
3926976,IN,50,2,664.38,4,2,1,421,1,promising
3926988,BD,8,20,46776.72,5,5,5,555,5,champions
3927132,IR,64,9,4089.96,3,4,3,343,3,need attention
3927264,PK,99,1,231.48,3,1,1,311,1,about to sleep
3927372,VN,365,2,470.70,1,2,1,121,1,lost
3927546,IN,274,1,1957.74,1,1,2,112,1,lost
3927648,IN,148,2,10761.96,2,2,4,224,3,at risk
3928068,VN,50,21,8774.82,4,5,4,454,4,loyal customers
3928230,VN,1,132,107130.96,5,5,5,555,5,champions
3928380,ID,162,2,0.00,2,2,1,221,1,lost
3928404,ID,183,2,12072.60,2,2,4,224,3,at risk
3928416,ID,1,5,5149.74,5,4,4,544,4,loyal customers
3928446,ID,15,18,34564.80,5,5,5,555,5,champions
3928500,ID,50,2,9391.50,4,2,4,424,3,potential loyalists
3928740,ID,8,1,3624.84,5,1,3,513,2,potential loyalists
3928908,ID,8,16,33690.96,5,5,5,555,5,champions
3929052,ID,8,5,15297.48,5,4,5,545,4,loyal customers
3929058,ID,169,2,2413.14,2,2,3,223,2,hibernating
3929094,ID,1,470,8748884.64,5,5,5,555,5,champions
3929166,ID,8,10,31395.72,5,5,5,555,5,champions
3929232,ID,8,23,77948.34,5,5,5,555,5,champions
3929280,ID,78,1,4857.60,3,1,4,314,2,about to sleep
3929352,ID,43,1,615.54,4,1,1,411,1,promising
3929412,ID,211,1,2414.52,2,1,3,213,2,hibernating
3929448,ID,15,10,14127.54,5,5,5,555,5,champions
3929484,ID,8,1,5108.70,5,1,4,514,2,potential loyalists
3929550,ID,57,1,3425.04,3,1,3,313,2,about to sleep
3929568,ID,50,2,1243.32,4,2,2,422,2,potential loyalists
3929598,ID,365,1,618.54,1,1,1,111,1,lost
3929688,ID,267,3,12998.58,1,3,4,134,3,at risk
3929904,BD,246,1,3750.48,1,1,3,113,2,lost
3929946,IN,29,5,10733.04,4,4,4,444,4,loyal customers
3930012,BD,78,1,385.92,3,1,1,311,1,about to sleep
3930144,CN,197,1,1201.14,2,1,2,212,1,lost
3930318,VN,15,6,3795.60,5,4,3,543,3,potential loyalists
3930426,BD,8,38,104527.62,5,5,5,555,5,champions
3930612,BD,85,4,706.14,3,3,1,331,2,about to sleep
3930618,BD,344,1,614.04,1,1,1,111,1,lost
3930636,BD,218,3,4078.08,2,3,3,233,3,at risk
3930696,VN,57,2,3281.52,3,2,3,323,2,about to sleep
3930738,IN,1,22,7885.62,5,5,4,554,4,loyal customers
3930744,IN,1,43,242831.10,5,5,5,555,5,champions
3930888,BD,281,1,1016.82,1,1,2,112,1,lost
3931074,VN,337,1,2253.12,1,1,3,113,2,lost
3931086,IN,85,6,20788.44,3,4,5,345,4,loyal customers
3931254,KR,316,1,2984.10,1,1,3,113,2,lost
3931458,PH,106,1,2143.14,3,1,2,312,1,about to sleep
3931572,BD,29,8,3369.06,4,4,3,443,3,potential loyalists
3931674,BD,22,2,1543.68,4,2,2,422,2,potential loyalists
3932196,PK,15,4,14341.08,5,3,5,535,4,loyal customers
3932202,PK,64,6,9696.60,3,4,4,344,4,loyal customers
3932340,VN,50,4,17697.60,4,3,5,435,4,loyal customers
3932454,BD,43,1,1201.50,4,1,2,412,1,promising
3932622,BD,302,1,194.04,1,1,1,111,1,lost
3932922,KR,29,1,1208.76,4,1,2,412,1,promising
3933024,PK,316,1,634.92,1,1,1,111,1,lost
3933060,IN,15,21,40023.12,5,5,5,555,5,champions
3933162,TH,1,6,9307.20,5,4,4,544,4,loyal customers
3933216,BD,22,4,828.96,4,3,1,431,2,potential loyalists
3933306,TR,225,1,394.26,2,1,1,211,1,lost
3933330,PK,22,8,4954.98,4,4,4,444,4,loyal customers
3933426,IR,288,2,788.76,1,2,1,121,1,lost
3933606,VN,344,1,157.38,1,1,1,111,1,lost
3933654,VN,71,8,6046.20,3,4,4,344,4,loyal customers
3933864,VN,218,3,1875.84,2,3,2,232,2,hibernating
3934080,KR,29,14,29687.46,4,5,5,455,5,loyal customers
3934476,TH,246,4,8118.60,1,3,4,134,3,at risk
3934482,TH,43,2,1248.30,4,2,2,422,2,potential loyalists
3934512,TH,239,2,2567.16,2,2,3,223,2,hibernating
3934584,BD,43,1,1201.50,4,1,2,412,1,promising
3934698,BD,15,7,7656.72,5,4,4,544,4,loyal customers
3934752,BD,15,18,9100.08,5,5,4,554,4,loyal customers
3934794,KR,351,1,1073.94,1,1,2,112,1,lost
3934800,TH,1,32,86998.38,5,5,5,555,5,champions
3935304,PH,71,1,1021.32,3,1,2,312,1,about to sleep
3935346,PH,29,1,3379.86,4,1,3,413,2,potential loyalists
3935352,PH,141,2,1822.02,2,2,2,222,2,hibernating
3935490,PH,162,1,3063.96,2,1,3,213,2,hibernating
3935586,PH,64,3,12691.38,3,3,4,334,3,need attention
3935778,PH,43,5,3507.30,4,4,3,443,3,potential loyalists
3935790,PH,29,17,27600.84,4,5,5,455,5,loyal customers
3935820,PH,316,1,387.60,1,1,1,111,1,lost
3935832,PH,127,2,477.60,2,2,1,221,1,lost
3935940,PH,36,3,2631.00,4,3,3,433,3,potential loyalists
3935982,PH,29,3,4065.42,4,3,3,433,3,potential loyalists
3936012,PH,232,2,1732.02,2,2,2,222,2,hibernating
3936054,PH,106,2,1668.06,3,2,2,322,2,about to sleep
3936174,PH,232,3,1206.78,2,3,2,232,2,hibernating
3936210,PH,1,22,9714.96,5,5,4,554,4,loyal customers
3936258,PH,85,2,885.96,3,2,1,321,1,about to sleep
3936306,PH,8,2,3004.20,5,2,3,523,2,potential loyalists
3936312,PH,267,1,1568.52,1,1,2,112,1,lost
3936360,PH,344,1,2362.56,1,1,3,113,2,lost
3936396,PH,162,2,2352.24,2,2,3,223,2,hibernating
3936594,PH,127,4,3640.92,2,3,3,233,3,at risk
3936636,PH,64,1,69.18,3,1,1,311,1,about to sleep
3936852,PH,120,2,775.20,3,2,1,321,1,about to sleep
3936984,PH,204,1,261.00,2,1,1,211,1,lost
3937224,PH,351,1,1116.78,1,1,2,112,1,lost
3937548,PH,8,5,2117.82,5,4,2,542,3,potential loyalists
3937584,PH,309,1,1163.82,1,1,2,112,1,lost
3937656,PH,316,1,387.60,1,1,1,111,1,lost
3937860,PH,197,7,3245.58,2,4,3,243,3,at risk
3937932,PH,288,1,590.64,1,1,1,111,1,lost
3938280,PH,22,13,16341.12,4,5,5,455,5,loyal customers
3938490,PH,197,2,1429.44,2,2,2,222,2,hibernating
3938760,PH,8,11,5494.86,5,5,4,554,4,loyal customers
3939120,PH,8,4,1433.52,5,3,2,532,2,potential loyalists
3941298,BD,50,2,2314.32,4,2,3,423,2,potential loyalists
3941376,VN,29,13,10286.28,4,5,4,454,4,loyal customers
3941400,TR,64,8,9502.86,3,4,4,344,4,loyal customers
3941454,VN,99,2,1103.34,3,2,2,322,2,about to sleep
3941490,KR,169,2,1829.58,2,2,2,222,2,hibernating
3941502,BD,267,1,227.40,1,1,1,111,1,lost
3941646,VN,190,1,1026.00,2,1,2,212,1,lost
3942318,JP,71,1,256.68,3,1,1,311,1,about to sleep
3942402,JP,211,7,90294.78,2,4,5,245,4,at risk
3942738,JP,344,1,522.18,1,1,1,111,1,lost
3943002,JP,337,1,46.74,1,1,1,111,1,lost
3943134,JP,162,6,274946.46,2,4,5,245,4,at risk
3943188,JP,134,2,6421.68,2,2,4,224,3,at risk
3943320,JP,50,14,24624.36,4,5,5,455,5,loyal customers
3943536,JP,36,17,138771.18,4,5,5,455,5,loyal customers
3943632,JP,218,1,616.98,2,1,1,211,1,lost
3944118,JP,36,11,19303.38,4,5,5,455,5,loyal customers
3944124,JP,183,2,4561.32,2,2,3,223,2,hibernating
3944244,JP,183,2,431.58,2,2,1,221,1,lost
3944676,IN,267,1,369.60,1,1,1,111,1,lost
3944742,BD,1,6,10640.28,5,4,4,544,4,loyal customers
3944760,BD,260,9,1367.04,1,4,2,142,3,at risk
3944784,VN,344,1,203.58,1,1,1,111,1,lost
3944934,VN,71,4,6616.08,3,3,4,334,3,need attention
3945234,ID,43,4,3694.32,4,3,3,433,3,potential loyalists
3945510,AF,15,3,5785.32,5,3,4,534,3,potential loyalists
3946182,ID,295,1,619.98,1,1,1,111,1,lost
3946194,ID,8,39,106068.00,5,5,5,555,5,champions
3946206,ID,302,1,249.30,1,1,1,111,1,lost
3946218,ID,176,1,2227.62,2,1,3,213,2,hibernating
3946458,ID,64,4,4793.52,3,3,3,333,3,need attention
3946470,ID,22,1,2222.10,4,1,3,413,2,potential loyalists
3946596,ID,29,5,7448.04,4,4,4,444,4,loyal customers
3946608,ID,253,2,612.36,1,2,1,121,1,lost
3946620,ID,260,2,2406.60,1,2,3,123,2,lost
3946632,ID,1,12,62812.08,5,5,5,555,5,champions
3946722,ID,57,3,1806.60,3,3,2,332,2,about to sleep
3946740,ID,8,1,1258.44,5,1,2,512,1,new customers
3946788,ID,8,14,33798.84,5,5,5,555,5,champions
3946818,ID,78,4,12033.00,3,3,4,334,3,need attention
3947142,ID,120,1,590.88,3,1,1,311,1,about to sleep
3947238,ID,22,2,4829.04,4,2,3,423,2,potential loyalists
3947502,ID,8,9,11780.58,5,4,4,544,4,loyal customers
3947964,PH,22,19,27876.66,4,5,5,455,5,loyal customers
3948024,BD,113,5,7111.26,3,4,4,344,4,loyal customers
3948042,BD,8,4,9325.92,5,3,4,534,3,potential loyalists
3948288,BD,190,2,978.90,2,2,2,222,2,hibernating
3948672,VN,246,3,3379.50,1,3,3,133,3,at risk
3948696,VN,1,23,8163.54,5,5,4,554,4,loyal customers
3948702,VN,176,3,2846.94,2,3,3,233,3,at risk
3948774,PH,309,1,1125.00,1,1,2,112,1,lost
3949026,TH,239,5,1529.22,2,4,2,242,3,at risk
3949068,IR,365,1,2443.08,1,1,3,113,2,lost
3949182,BD,218,3,3575.16,2,3,3,233,3,at risk
3949980,CN,8,4,3615.12,5,3,3,533,3,potential loyalists
3950214,CN,337,2,2778.84,1,2,3,123,2,lost
3950670,CN,85,2,8223.66,3,2,4,324,3,need attention
3950688,CN,57,2,3665.76,3,2,3,323,2,about to sleep
3950694,CN,274,2,493.26,1,2,1,121,1,lost
3950808,CN,50,1,227.70,4,1,1,411,1,promising
3950826,CN,50,1,690.96,4,1,1,411,1,promising
3951018,CN,43,4,899.10,4,3,1,431,2,potential loyalists
3951528,CN,232,4,9167.22,2,3,4,234,3,at risk
3951780,CN,29,4,5137.08,4,3,4,434,3,potential loyalists
3951870,CN,57,8,9182.52,3,4,4,344,4,loyal customers
3951912,CN,260,2,3416.28,1,2,3,123,2,lost
3951954,CN,1,117,21507.60,5,5,5,555,5,champions
3952158,CN,323,1,2426.28,1,1,3,113,2,lost
3952194,CN,134,17,19386.06,2,5,5,255,5,at risk
3952392,PH,22,37,21480.48,4,5,5,455,5,loyal customers
3952398,PH,71,1,447.66,3,1,1,311,1,about to sleep
3952710,MM,43,10,10041.06,4,5,4,454,4,loyal customers
3952728,MM,99,7,3109.44,3,4,3,343,3,need attention
3952938,MM,50,5,13642.50,4,4,4,444,4,loyal customers
3952962,MM,183,3,8382.18,2,3,4,234,3,at risk
3953010,MM,197,2,1167.84,2,2,2,222,2,hibernating
3953088,MM,15,2,673.98,5,2,1,521,1,new customers
3953250,MM,295,1,1208.28,1,1,2,112,1,lost
3953274,MM,148,6,15689.88,2,4,5,245,4,at risk
3953376,MM,50,10,14932.26,4,5,5,455,5,loyal customers
3953388,MM,141,5,9684.84,2,4,4,244,4,at risk
3953580,MM,85,4,4541.46,3,3,3,333,3,need attention
3953802,MM,225,4,3033.60,2,3,3,233,3,at risk
3953844,MM,134,1,1212.00,2,1,2,212,1,lost
3953952,MM,29,6,1181.34,4,4,2,442,3,potential loyalists
3954078,MM,92,1,1015.80,3,1,2,312,1,about to sleep
3954108,MM,8,38,100212.06,5,5,5,555,5,champions
3954360,MM,134,8,15748.56,2,4,5,245,4,at risk
3954390,MM,211,1,284.70,2,1,1,211,1,lost
3954660,MM,148,2,673.98,2,2,1,221,1,lost
3954684,MM,323,1,1011.18,1,1,2,112,1,lost
3954936,MM,260,1,1212.00,1,1,2,112,1,lost
3955026,MM,15,3,6833.76,5,3,4,534,3,potential loyalists
3955128,MM,8,6,11234.52,5,4,4,544,4,loyal customers
3955140,MM,1,17,19828.98,5,5,5,555,5,champions
3955164,MM,141,5,5959.86,2,4,4,244,4,at risk
3955200,MM,162,1,1212.00,2,1,2,212,1,lost
3955494,MM,351,1,616.02,1,1,1,111,1,lost
3955608,IN,36,19,33621.42,4,5,5,455,5,loyal customers
3955728,BD,8,1,5985.00,5,1,4,514,2,potential loyalists
3956118,VN,15,13,14590.20,5,5,5,555,5,champions
3956124,VN,106,6,3311.52,3,4,3,343,3,need attention
3956388,VN,85,3,2305.80,3,3,3,333,3,need attention
3957024,IR,316,2,550.92,1,2,1,121,1,lost
3957192,BD,8,16,2146.26,5,5,2,552,3,potential loyalists
3957258,PH,64,5,3688.62,3,4,3,343,3,need attention
3957294,IR,99,1,1035.54,3,1,2,312,1,about to sleep
3957306,IN,358,1,3199.32,1,1,3,113,2,lost
3957732,AF,239,1,4708.44,2,1,3,213,2,hibernating
3957924,IR,127,1,1125.00,2,1,2,212,1,lost
3957966,TH,15,1,588.12,5,1,1,511,1,new customers
3957996,TR,239,1,625.80,2,1,1,211,1,lost
3958086,BD,78,2,1777.56,3,2,2,322,2,about to sleep
3958548,VN,288,1,268.74,1,1,1,111,1,lost
3958554,VN,344,1,3074.76,1,1,3,113,2,lost
3958710,IN,204,2,0.00,2,2,1,221,1,lost
3958812,VN,365,1,364.92,1,1,1,111,1,lost
3959040,BD,253,3,23720.82,1,3,5,135,4,at risk
3959322,PK,162,1,400.02,2,1,1,211,1,lost
3959550,BD,43,7,7727.16,4,4,4,444,4,loyal customers
3959652,BD,351,2,258.96,1,2,1,121,1,lost
3959688,KR,15,2,3886.02,5,2,3,523,2,potential loyalists
3959838,PK,15,14,23355.54,5,5,5,555,5,champions
3959976,IN,15,6,28964.40,5,4,5,545,4,loyal customers
3960684,BD,162,1,7165.08,2,1,4,214,2,hibernating
3960732,IN,92,1,3870.24,3,1,3,313,2,about to sleep
3960918,BD,211,1,383.58,2,1,1,211,1,lost
3960960,KR,239,1,383.40,2,1,1,211,1,lost
3961020,IN,99,10,20650.68,3,5,5,355,5,loyal customers
3961098,IR,50,1,143.82,4,1,1,411,1,promising
3961194,IR,225,1,626.04,2,1,1,211,1,lost
3961260,IN,15,15,37797.72,5,5,5,555,5,champions
3961554,TH,239,1,617.28,2,1,1,211,1,lost
3961950,PK,85,6,10634.04,3,4,4,344,4,loyal customers
3962028,ID,8,9,24187.26,5,4,5,545,4,loyal customers
3962148,ID,225,1,273.06,2,1,1,211,1,lost
3962274,ID,92,2,1206.42,3,2,2,322,2,about to sleep
3962328,ID,78,4,4035.54,3,3,3,333,3,need attention
3962688,ID,176,9,23353.44,2,4,5,245,4,at risk
3962808,ID,43,1,1207.26,4,1,2,412,1,promising
3962874,ID,1,5,4659.78,5,4,3,543,3,potential loyalists
3962886,ID,57,1,1020.90,3,1,2,312,1,about to sleep
3963000,ID,36,2,4829.04,4,2,3,423,2,potential loyalists
3963048,ID,1,26,134691.12,5,5,5,555,5,champions
3963054,ID,190,1,985.92,2,1,2,212,1,lost
3963126,ID,8,2,1730.82,5,2,2,522,2,potential loyalists
3963558,BD,85,4,1110.84,3,3,2,332,2,about to sleep
3964440,BD,197,1,596.52,2,1,1,211,1,lost
3964686,BD,50,1,136.32,4,1,1,411,1,promising
3965160,IR,22,1,2233.26,4,1,3,413,2,potential loyalists
3965220,PH,50,2,7468.80,4,2,4,424,3,potential loyalists
3965454,IN,8,33,62402.46,5,5,5,555,5,champions
3965580,VN,309,1,2049.96,1,1,2,112,1,lost
3965778,BD,85,1,581.34,3,1,1,311,1,about to sleep
3965790,VN,8,14,3718.26,5,5,3,553,4,loyal customers
3966096,PK,50,1,2297.82,4,1,3,413,2,potential loyalists
3966210,PH,1,66,266292.66,5,5,5,555,5,champions
3966252,PK,22,6,6080.40,4,4,4,444,4,loyal customers
3966258,IR,57,1,1125.00,3,1,2,312,1,about to sleep
3966450,AF,71,1,1251.96,3,1,2,312,1,about to sleep
3966516,VN,8,45,36150.96,5,5,5,555,5,champions
3966696,BD,113,2,2328.36,3,2,3,323,2,about to sleep
3966984,IN,99,17,12913.98,3,5,4,354,4,loyal customers
3967518,PK,29,5,1592.64,4,4,2,442,3,potential loyalists
3968028,TR,218,3,1939.32,2,3,2,232,2,hibernating
3968196,BD,36,4,6774.84,4,3,4,434,3,potential loyalists
3968238,IR,1,4,2755.44,5,3,3,533,3,potential loyalists
3968406,KR,246,3,12637.50,1,3,4,134,3,at risk
3968496,BD,134,3,5243.52,2,3,4,234,3,at risk
3968946,TH,15,12,7366.32,5,5,4,554,4,loyal customers
3969192,ID,50,2,6145.02,4,2,4,424,3,potential loyalists
3969282,ID,120,2,7246.92,3,2,4,324,3,need attention
3969294,ID,169,3,6036.78,2,3,4,234,3,at risk
3969324,ID,85,2,8293.80,3,2,4,324,3,need attention
3969360,ID,15,39,123102.00,5,5,5,555,5,champions
3969492,ID,36,9,4605.90,4,4,3,443,3,potential loyalists
3969504,ID,22,8,15684.06,4,4,5,445,4,loyal customers
3969534,ID,351,1,389.70,1,1,1,111,1,lost
3969582,ID,78,4,6039.66,3,3,4,334,3,need attention
3969684,ID,358,1,4828.56,1,1,3,113,2,lost
3969690,ID,148,2,4073.76,2,2,3,223,2,hibernating
3969702,ID,36,5,1441.14,4,4,2,442,3,potential loyalists
3969810,ID,8,15,22573.14,5,5,5,555,5,champions
3969816,ID,50,5,12076.20,4,4,4,444,4,loyal customers
3969888,ID,8,37,10792.02,5,5,4,554,4,loyal customers
3969966,ID,29,12,27075.18,4,5,5,455,5,loyal customers
3970116,ID,50,1,3144.30,4,1,3,413,2,potential loyalists
3970200,ID,78,1,1021.74,3,1,2,312,1,about to sleep
3970260,ID,127,3,3062.76,2,3,3,233,3,at risk
3970272,ID,15,34,51707.34,5,5,5,555,5,champions
3970842,VN,169,1,770.52,2,1,1,211,1,lost
3970848,VN,232,1,1234.92,2,1,2,212,1,lost
3970998,PK,15,1,264.00,5,1,1,511,1,new customers
3971034,BD,239,2,522.24,2,2,1,221,1,lost
3971232,BD,120,2,1180.32,3,2,2,322,2,about to sleep
3971322,TR,169,1,28716.36,2,1,5,215,3,at risk
3971430,IN,22,63,198078.96,4,5,5,455,5,loyal customers
3971904,PK,71,1,231.48,3,1,1,311,1,about to sleep
3971970,IR,71,1,550.92,3,1,1,311,1,about to sleep
3972630,PH,239,1,377.16,2,1,1,211,1,lost
3972876,VN,29,15,25135.38,4,5,5,455,5,loyal customers
3972960,TH,8,12,33855.12,5,5,5,555,5,champions
3973104,BD,351,1,2181.78,1,1,2,112,1,lost
3973308,PK,316,1,1245.36,1,1,2,112,1,lost
3973332,BD,22,8,6872.70,4,4,4,444,4,loyal customers
3973596,BD,155,2,4688.10,2,2,3,223,2,hibernating
3973620,TH,29,4,4484.10,4,3,3,433,3,potential loyalists
3973716,BD,29,12,2425.56,4,5,3,453,4,loyal customers
3973908,IN,351,1,960.60,1,1,1,111,1,lost
3974004,TH,29,5,5632.80,4,4,4,444,4,loyal customers
3974028,VN,1,7,5687.22,5,4,4,544,4,loyal customers
3974232,IR,64,1,1039.26,3,1,2,312,1,about to sleep
3974274,IN,1,11,14404.68,5,5,5,555,5,champions
3974484,PH,106,2,2420.16,3,2,3,323,2,about to sleep
3974520,TH,43,5,6134.04,4,4,4,444,4,loyal customers
3974658,PK,1,5,1638.12,5,4,2,542,3,potential loyalists
3974994,VN,162,6,7251.60,2,4,4,244,4,at risk
3975198,VN,1,44,43512.60,5,5,5,555,5,champions
3975300,PH,43,1,149.64,4,1,1,411,1,promising
3975540,BD,57,2,1400.40,3,2,2,322,2,about to sleep
3975660,BD,1,12,7912.50,5,5,4,554,4,loyal customers
3975684,BD,190,5,8387.52,2,4,4,244,4,at risk
3975804,AF,358,1,1026.78,1,1,2,112,1,lost
3975996,IN,197,2,7506.54,2,2,4,224,3,at risk
3976218,PK,22,9,20208.48,4,4,5,445,4,loyal customers
3976224,PK,57,1,4536.00,3,1,3,313,2,about to sleep
3976290,IN,29,9,15497.28,4,4,5,445,4,loyal customers
3976332,TH,8,10,15521.76,5,5,5,555,5,champions
3976380,PK,141,2,1810.02,2,2,2,222,2,hibernating
3976638,IN,8,3,3964.44,5,3,3,533,3,potential loyalists
3976650,PK,148,1,3161.88,2,1,3,213,2,hibernating
3976710,TH,225,1,3168.66,2,1,3,213,2,hibernating
3976734,PK,1,9,9300.48,5,4,4,544,4,loyal customers
3976752,BD,29,5,6574.50,4,4,4,444,4,loyal customers
3976800,TH,57,3,5288.16,3,3,4,334,3,need attention
3977364,IN,85,3,16575.60,3,3,5,335,4,loyal customers
3977826,VN,337,2,932.28,1,2,1,121,1,lost
3977976,TH,22,3,3296.82,4,3,3,433,3,potential loyalists
3978198,BD,141,1,383.58,2,1,1,211,1,lost
3978936,ID,29,11,17813.52,4,5,5,455,5,loyal customers
3978942,ID,190,1,2414.52,2,1,3,213,2,hibernating
3978954,ID,57,4,1913.28,3,3,2,332,2,about to sleep
3979050,ID,22,3,10856.70,4,3,4,434,3,potential loyalists
3979074,ID,183,6,18112.14,2,4,5,245,4,at risk
3979146,ID,162,3,3265.92,2,3,3,233,3,at risk
3979350,ID,36,1,381.18,4,1,1,411,1,promising
3979362,ID,204,1,3453.48,2,1,3,213,2,hibernating
3979494,ID,15,7,9480.96,5,4,4,544,4,loyal customers
3979650,ID,106,1,1207.26,3,1,2,312,1,about to sleep
3979986,ID,57,47,142894.74,3,5,5,355,5,loyal customers
3980046,ID,120,3,1846.62,3,3,2,332,2,about to sleep
3980070,ID,15,21,61603.74,5,5,5,555,5,champions
3980184,ID,302,1,624.66,1,1,1,111,1,lost
3980190,ID,50,2,1615.56,4,2,2,422,2,potential loyalists
3980286,ID,29,6,4605.72,4,4,3,443,3,potential loyalists
3980400,ID,302,1,1029.12,1,1,2,112,1,lost
3980424,ID,358,1,210.36,1,1,1,111,1,lost
3980538,KR,78,11,25259.46,3,5,5,355,5,loyal customers
3980802,PH,15,20,38067.66,5,5,5,555,5,champions
3981204,ID,15,12,22347.18,5,5,5,555,5,champions
3981300,ID,1,2,3434.88,5,2,3,523,2,potential loyalists
3981672,ID,1,1,1207.26,5,1,2,512,1,new customers
3981762,ID,64,4,4249.80,3,3,3,333,3,need attention
3982410,ID,36,9,21735.00,4,4,5,445,4,loyal customers
3982440,ID,50,6,1125.24,4,4,2,442,3,potential loyalists
3982470,ID,57,5,7243.56,3,4,4,344,4,loyal customers
3982752,ID,302,1,2233.80,1,1,3,113,2,lost
3982908,ID,78,2,5058.18,3,2,4,324,3,need attention
3982920,ID,1,55,22248.60,5,5,5,555,5,champions
3982968,ID,267,1,2233.80,1,1,3,113,2,lost
3983226,ID,8,31,96599.76,5,5,5,555,5,champions
3983442,ID,29,40,433067.28,4,5,5,455,5,loyal customers
3983454,ID,8,13,29995.98,5,5,5,555,5,champions
3983664,ID,36,1,1207.26,4,1,2,412,1,promising
3983832,ID,169,2,384.06,2,2,1,221,1,lost
3983964,ID,71,3,336.90,3,3,1,331,2,about to sleep
3984150,ID,64,4,28002.06,3,3,5,335,4,loyal customers
3984180,ID,71,2,897.72,3,2,1,321,1,about to sleep
3984342,ID,8,8,7912.98,5,4,4,544,4,loyal customers
3984672,ID,351,1,1855.74,1,1,2,112,1,lost
3984702,ID,281,1,1783.14,1,1,2,112,1,lost
3984738,ID,15,4,3077.70,5,3,3,533,3,potential loyalists
3985158,ID,274,1,273.06,1,1,1,111,1,lost
3985254,ID,36,2,2060.88,4,2,2,422,2,potential loyalists
3985476,ID,8,11,19457.58,5,5,5,555,5,champions
3985590,ID,148,2,7243.56,2,2,4,224,3,at risk
3985656,ID,253,3,5466.36,1,3,4,134,3,at risk
3985920,ID,148,1,1207.26,2,1,2,212,1,lost
3986214,ID,127,1,615.54,2,1,1,211,1,lost
3986346,ID,1,4,2862.72,5,3,3,533,3,potential loyalists
3986370,ID,358,1,1207.50,1,1,2,112,1,lost
3986604,ID,358,1,389.70,1,1,1,111,1,lost
3986670,ID,15,2,2835.84,5,2,3,523,2,potential loyalists
3986970,ID,43,2,3943.80,4,2,3,423,2,potential loyalists
3987078,ID,99,1,767.88,3,1,1,311,1,about to sleep
3987096,ID,134,3,3048.24,2,3,3,233,3,at risk
3987108,ID,57,18,65186.16,3,5,5,355,5,loyal customers
3987126,ID,22,5,2523.36,4,4,3,443,3,potential loyalists
3987210,ID,267,1,2227.62,1,1,3,113,2,lost
3987468,ID,22,7,10876.14,4,4,4,444,4,loyal customers
3987534,ID,169,1,1207.26,2,1,2,212,1,lost
3987600,ID,309,2,1753.62,1,2,2,122,2,lost
3987660,ID,197,2,2414.76,2,2,3,223,2,hibernating
3988002,ID,22,5,16280.10,4,4,5,445,4,loyal customers
3988128,ID,8,3,7243.56,5,3,4,534,3,potential loyalists
3988182,ID,106,1,2408.64,3,1,3,313,2,about to sleep
3988188,ID,365,1,3622.50,1,1,3,113,2,lost
3988350,ID,64,7,1996.62,3,4,2,342,3,need attention
3988494,ID,71,1,1207.26,3,1,2,312,1,about to sleep
3988536,ID,253,1,319.50,1,1,1,111,1,lost
3988608,ID,267,1,609.12,1,1,1,111,1,lost
3988830,ID,176,2,10075.26,2,2,4,224,3,at risk
3988932,ID,309,2,1628.16,1,2,2,122,2,lost
3989280,ID,92,6,20730.24,3,4,5,345,4,loyal customers
3989394,ID,113,7,8909.94,3,4,4,344,4,loyal customers
3989442,ID,288,1,838.50,1,1,1,111,1,lost
